record_ID,units_sold
212645,20.421408724341674
212646,21.850820108526364
212647,26.92437286827134
212648,26.611574339419263
212649,23.33723487086386
212653,26.100876793944067
212654,31.36081029888697
212657,12.375901585332596
212658,10.4854011258858
212661,182.6967662074133
212662,99.13918111926557
212663,54.98731752221378
212666,81.20063522016503
212667,87.85987342828967
212668,96.9915177455351
212671,45.64299622460264
212672,130.10305283648313
212673,55.19670515282
212674,311.3451003981977
212675,25.295812408936307
212676,12.462399180199746
212677,83.26904212159812
212678,53.68178540302033
212679,41.751122298934405
212681,40.454308835204536
212682,81.61930434483773
212683,35.189726211329216
212686,84.81295445765628
212687,82.04942249553446
212688,23.962367819519795
212689,4.800286542278844
212691,21.760447955916792
212692,49.73537148713229
212693,33.92650795795782
212694,30.197764100374062
212695,31.143619360358194
212696,27.23061040716645
212697,95.46627122334004
212698,29.12836131041824
212699,123.34820482613368
212700,25.336672396695505
212701,20.613285639770528
212702,37.65599009083278
212703,43.84832142000333
212704,32.17731445827194
212705,28.819450042099145
212706,38.15492958053761
212707,48.65685732964999
212709,8.051398734763742
212710,16.42470633864303
212711,34.53760092620925
212712,39.284397278092776
212713,28.839681804945815
212716,26.23465355094956
212717,34.01673940735726
212718,17.29313956525106
212719,18.71881343187686
212721,96.07243302268124
212722,27.48933262455734
212723,80.85191896601901
212724,12.645654537961164
212725,9.492692132911571
212727,26.83254445920272
212728,50.42477432006349
212729,40.30803057758308
212731,36.389350309291125
212732,46.769139938754876
212734,7.35948752002607
212735,7.309342427048372
212736,14.578428343965452
212737,258.8381892735449
212738,220.83177498626668
212739,61.1906217315922
212740,23.23358165554754
212742,95.34478913345191
212743,127.34808628305046
212744,191.00597841968067
212748,226.75592699258678
212749,80.72146648216426
212750,384.68707365522437
212751,39.030938146948685
212752,25.013149142720543
212754,125.91893988664138
212755,79.88356239874176
212756,102.35962590477985
212757,45.11680702818119
212758,66.6999308132814
212759,113.95713201665563
212760,9.74023402300406
212761,95.46942191144365
212763,14.580997408602256
212764,96.14005449790683
212765,82.29562691129165
212767,41.677708918919826
212768,48.52629029458733
212769,58.1021190599628
212772,36.75654268531388
212773,48.860787498139544
212774,24.22619562231332
212775,146.1424596119502
212776,10.988174444802727
212777,7.030431005854953
212778,47.76117481167839
212779,24.010737382353717
212782,40.05324630105176
212783,54.83206935420786
212787,207.98624914234182
212788,110.12124031138032
212789,69.32136519358438
212790,17.4081786206698
212792,99.1082499723007
212793,109.46892506525066
212794,122.49169909906263
212796,150.62417214350987
212797,105.75940664229577
212798,322.36553184388663
212799,28.91986350894795
212800,12.332238925617778
212802,93.4979911478315
212803,62.11976813689998
212805,46.38086969927974
212806,60.64885803109486
212807,90.08904804877537
212809,47.89861564557047
212812,37.15500619196105
212816,13.532679647681233
212817,26.96116300010993
212818,34.73146891890024
212819,17.296869030767084
212820,16.04170200381294
212821,26.115760149664013
212822,74.91868982077258
212823,23.80533321364737
212824,88.92692835425703
212825,16.99054136157556
212826,13.151510141882575
212828,32.68328240073994
212829,43.30905863491682
212830,33.506443171836
212831,33.469364786894445
212832,38.57849311323322
212833,38.791380191656735
212834,28.542467813648724
212835,25.549991051861888
212837,7.028691331816553
212838,20.77598122805292
212839,23.54018752103915
212840,23.255716998161
212843,53.8366009158699
212844,15.392325310174384
212845,67.7189756531366
212846,11.658148617911202
212849,28.930118032967716
212850,21.553081822924756
212853,33.148125268314416
212856,38.77001430269085
212857,21.333943271062303
212860,12.861249371388556
212861,41.08763753302391
212862,44.78311080681498
212863,12.008573082383252
212866,129.91701104383924
212867,43.90923596999576
212868,177.05483683231603
212869,24.102287678093546
212870,26.593699827866132
212872,41.19499840656252
212873,59.83029515690283
212874,36.54872779830781
212875,31.007743070304244
212876,41.043023403134896
212877,45.009626937317186
212879,20.557725616935688
212880,27.91026103166346
212881,32.83046301494498
212884,11.460921988697702
212885,30.13781240974036
212886,16.299220122843465
212888,15.310813471172843
212889,45.49523052341622
212890,13.796349076348184
212891,51.26712155764605
212892,12.722832946804402
212893,22.293789519895537
212896,32.12864044553746
212899,6.3769414711349475
212900,12.447350851386563
212901,23.111543557671283
212902,16.28521870072679
212903,12.182780208893409
212905,41.10736189810577
212906,10.415227653018624
212907,48.557764149849405
212910,14.010759853136532
212911,11.300143701454331
212914,18.965889828282982
212915,107.15006903672202
212916,75.22695794760044
212917,37.574325511945176
212919,42.45166894634305
212920,59.609756889400956
212921,74.8384764795864
212924,83.70482652447122
212925,36.37777057297967
212926,195.49945714946648
212927,11.357683300071072
212929,62.93627461602325
212930,51.42285818137172
212931,18.623446475443316
212932,69.17575890039669
212933,59.34739243991693
212934,80.43831287368525
212935,20.455529574978215
212936,53.545158594245024
212937,56.19312656709674
212938,19.227671513492723
212940,39.19407666436541
212941,38.4382311131687
212942,32.37635854470719
212946,51.589443565438415
212947,42.89005293916531
212948,110.11408565221357
212949,37.482649823461976
212950,40.69646036431414
212951,32.7230902597137
212952,40.05265377983418
212954,53.650875855633686
212955,27.470134880923506
212956,26.978270113793073
212959,19.45606045081348
212960,22.559804856022282
212964,88.38620971418337
212965,24.932423507509053
212966,122.61559434851627
212967,21.890338985884096
212968,17.438057004038672
212969,29.519171776020563
212970,45.13327419229716
212971,29.69903312220168
212973,26.7543897181566
212974,36.158078114404795
212977,50.343184817712945
212978,53.43081925590745
212979,26.997355598798727
212981,19.61197644751693
212982,39.81418572722544
212983,34.54962585788709
212984,40.065961067329106
212985,44.0740874286171
212986,44.01462674138041
212987,128.62758935052213
212988,29.27204018748567
212989,156.70259517852259
212990,28.48896853622016
212991,23.919072578440964
212993,45.74236118351144
212994,50.27434509860218
212995,39.98252416701771
212996,40.851539258355835
212997,40.70801473220906
212998,70.7189755538183
212999,6.8120880876477345
213001,13.700907431249727
213002,12.646178040785795
213006,15.908493851715289
213007,20.18124819928086
213011,33.69494579187272
213012,10.60007835804105
213013,46.284265387539584
213016,16.929707911498646
213017,12.341804662467167
213020,22.836497226104623
213021,171.3936968493376
213022,108.52332617501301
213023,65.13373250978853
213025,50.10359017650286
213026,52.93084568878129
213027,74.39819494791305
213031,104.8413039539129
213032,40.58154064051364
213033,204.66347418920654
213034,24.68930561959901
213035,17.247489329259693
213036,61.006279648251585
213037,59.66249443892239
213038,61.23029389534396
213039,22.81219778561004
213040,31.34135777763082
213041,63.63694374267546
213043,29.165485357450205
213048,139.01027712800635
213049,99.77016137233599
213050,42.04335942033744
213053,69.1654988074096
213054,76.27175458582599
213055,97.7430799272142
213056,58.82458952499718
213059,70.93246304863415
213060,39.435307195557854
213061,190.6881214492971
213064,61.211819605357306
213065,34.86331324346555
213066,45.99437554409634
213068,59.17848335126181
213069,78.0183765542602
213070,33.9607339126707
213072,70.40120103101427
213073,62.10291191764979
213074,30.739050830922437
213076,15.924453210669178
213077,34.47187160644629
213078,48.79068322938771
213079,19.036430906939515
213080,17.110829100154945
213081,22.70153079295535
213082,105.9974402202561
213083,29.11857826691088
213084,141.01661485492767
213085,29.798856444813964
213086,21.90059652698958
213087,36.27741562138828
213088,54.13938732826966
213089,37.647255420121496
213090,32.2016337918935
213091,48.95156198934551
213092,58.33979271722641
213093,6.022723401327462
213094,13.282938285902722
213096,19.320699496072773
213097,31.692151162239764
213098,23.911512288393382
213100,10.931154473989647
213101,24.095703760397836
213102,29.460779430290273
213103,22.195293500634627
213105,30.488161671505967
213106,65.50072724888834
213107,19.615219189910707
213108,63.846553582757615
213109,21.351733900736676
213110,33.87857879308638
213111,24.692145215842956
213113,37.856823317541156
213114,40.70756548421707
213115,5.641770766783608
213123,25.52573462991772
213127,72.80447975145547
213128,47.3570078504622
213129,29.525981498224827
213131,30.163122352685242
213132,40.58254565247581
213133,49.02313152420426
213135,60.07130085660031
213136,18.360124447659185
213137,112.34861220989285
213138,13.895631921442558
213140,34.86706068118036
213141,21.82740038746439
213142,39.25780996668733
213145,47.77935104356588
213147,14.72221890649358
213148,63.018606664826
213149,32.52337069754851
213150,8.368201086064044
213151,21.068959446590046
213152,23.247394346669445
213153,10.363736862003346
213154,79.33245728191719
213155,25.86946942151928
213156,91.22321524702753
213157,23.66478538508128
213158,17.488299466358683
213159,33.0943818268831
213160,34.43752490320782
213161,33.16871669584346
213162,23.86781529388911
213163,29.966768193918178
213164,43.79125638893097
213167,15.086913963124639
213168,28.933566493022454
213169,219.8061288441049
213170,166.105785526827
213171,92.75244673001981
213174,69.69335695403208
213175,89.87922905612018
213176,85.96247860093578
213179,28.113467435336673
213180,138.31913773344016
213181,51.27058638083389
213182,242.62497579251917
213183,35.38390362952059
213187,71.52090321948526
213188,51.17417474693415
213189,80.04227065078695
213191,40.192858892541686
213192,77.7279782105478
213194,34.09740223501241
213195,11.21401579731505
213197,8.364681128822783
213199,7.194705265352172
213200,23.673417690900337
213202,25.28581986721166
213204,71.31487476758778
213205,21.236639789126205
213206,56.87716006742484
213207,14.361440321863332
213208,65.19324871683854
213209,40.547683467437594
213215,99.21145333895304
213216,75.8222258106452
213217,50.839698775512105
213219,50.18714569486193
213220,49.061633238702896
213221,65.38150173461099
213225,59.274112380772365
213226,27.8725803663755
213227,172.366798835965
213230,36.92544539352092
213231,27.185957587257597
213233,32.43426195786859
213235,60.195722850338875
213236,20.941928835882532
213238,124.91838471188873
213239,76.06356255009152
213240,39.18226963426051
213241,42.18807496251656
213242,49.86542613348659
213243,45.7256171707313
213245,82.11831072129499
213246,30.01421841979445
213247,165.93883796458067
213248,27.564015363200014
213249,14.921519924400814
213250,60.49237847711026
213251,40.24920886400656
213252,25.419734137489613
213254,34.44579361286793
213255,60.25975409590942
213256,5.79811726598264
213257,28.901922937145418
213260,11.688246561699266
213265,39.43752713825004
213268,7.541195323267651
213269,45.21572468583612
213270,50.713208895778614
213273,32.64036090939057
213275,39.340983881224986
213276,25.401104043903857
213278,6.847885884125401
213279,23.26028653120752
213280,58.368481658629655
213281,34.50933624841074
213282,16.161827289499403
213283,23.72069979351081
213285,132.37361918879753
213286,37.95579659802565
213287,147.9798816768978
213288,27.999127112375078
213289,22.629917736258626
213292,42.26861398304648
213293,41.88172808572251
213294,25.714455258989997
213296,55.528510607584
213297,53.62418360697923
213301,26.829307732793623
213303,8.004726815756172
213304,13.847831061052585
213305,41.807022827953006
213306,31.135771905294575
213308,41.503234532159965
213309,40.905562779389925
213310,57.47413735684243
213311,21.373530475572018
213312,79.88813826123211
213314,12.29514447788073
213315,25.589589558023313
213316,23.78511433812456
213317,16.53127385591717
213320,176.81298392715675
213321,111.3741874335097
213322,33.702455198582626
213325,60.34803838512583
213326,68.99348868365429
213327,99.98997326800958
213330,40.310268593075534
213331,99.70269244257545
213332,36.44686090572438
213333,174.0786935800024
213334,14.345224675303927
213335,6.929186034234432
213336,61.07101632828204
213337,36.82354771590205
213338,19.84742683446165
213340,60.05453139470311
213341,67.25195656598686
213343,20.152452748661467
213346,180.80450591937182
213347,25.006545439817465
213348,8.567198856127309
213351,8.749262376077057
213352,37.64535636228672
213353,23.672731359603773
213354,15.868682264192365
213355,25.643079818949886
213356,26.133873921856487
213357,61.80490728629401
213358,22.80610960245177
213359,100.35944974509702
213360,12.049782020730024
213361,11.383220750887563
213363,43.205603819040405
213364,32.718945524195924
213365,35.6954174440324
213366,35.41988643246796
213367,50.148578299081485
213369,67.26051767240877
213370,57.61609257306239
213371,16.59782277062423
213372,15.060149713384039
213373,29.794149819258767
213374,41.49095612971328
213375,25.85011037326096
213376,21.844464603727147
213377,25.80768910137875
213378,83.18405803841873
213379,21.648106778070314
213380,94.02286049247849
213381,17.376172551976047
213382,15.59583384079126
213383,34.90484724325174
213384,45.231945173271484
213385,37.84599978668028
213387,34.450364358389955
213388,47.709488409307156
213390,12.21890800030454
213391,33.45910806559838
213392,33.236540033316885
213394,17.131612556162814
213395,41.8748733516947
213396,25.10368884234406
213399,78.97981965165992
213400,15.562212016761974
213401,74.85200150359475
213403,18.668593208349787
213404,20.411670821357788
213408,17.386095172895995
213409,8.113864977262764
213410,7.644632035491798
213411,15.647879444087213
213412,53.14095482181597
213413,45.58059657733432
213414,18.769140694613974
213415,14.10368323982248
213416,26.541416864508843
213417,25.11299424642646
213418,19.091219237779942
213419,12.515293386845675
213420,11.446554261463326
213421,69.92519558367674
213422,13.193076973435275
213423,100.03647760043359
213425,10.520181984864792
213426,26.37996852243046
213427,23.232760548154868
213428,18.255831624484205
213431,34.866048760019304
213432,8.162516537292461
213434,14.327213002884076
213435,68.36229576213815
213436,47.91943402113614
213437,28.78720925128522
213439,24.141192117845424
213440,34.12162371108311
213441,44.412795069603526
213444,41.159007688865785
213445,39.25250231376816
213446,18.619659064021754
213447,87.41304728000397
213448,36.601715125428775
213449,18.7853390704338
213454,63.478316356231
213455,32.01707331348191
213456,26.095259932988608
213457,38.872829628688336
213458,35.53804054466352
213461,35.092757283208456
213462,20.66793376750497
213463,108.27814331037476
213466,30.11937076808278
213467,11.576780680992623
213471,18.266081385695813
213472,64.2075801130659
213473,45.175768599689434
213474,22.16866159057288
213476,33.63068774071097
213477,46.55324022748219
213478,44.51136009623268
213479,77.81885800892019
213480,32.89020939934438
213481,132.21662274402112
213484,33.28176084344585
213485,54.11300597539473
213486,21.27025610089359
213488,27.011868063373818
213489,33.23650187950618
213490,6.91649099212961
213491,24.40301177183423
213494,16.47140057590706
213495,13.651401204628112
213496,9.324511274155094
213497,22.291440785358308
213502,45.496743335255886
213503,18.261258242936538
213505,13.418822637649932
213506,34.19607998018561
213507,22.354873103317004
213510,37.36974481542135
213511,30.432327245649553
213512,7.25822494061724
213514,16.203462178595856
213516,57.11154144927846
213517,15.328416039227669
213518,79.94469872016374
213519,15.262837562061865
213520,12.200922518476558
213521,21.87607632624919
213522,25.196433120410212
213523,16.497040334207977
213526,27.186830407891968
213528,9.867192265443187
213530,40.42890835276079
213531,39.078474952333686
213532,25.826265550962262
213533,6.64022160326866
213535,16.902799347114097
213536,27.168528589351148
213537,32.02763595900244
213538,25.32233529265489
213540,27.439221289973563
213541,81.48224758515777
213542,22.755213688688283
213543,80.7708500621972
213545,10.254923075201797
213546,27.051815222411584
213547,43.35340197949503
213548,31.560914184608514
213550,32.748576976191174
213551,38.68775942288183
213554,15.449525920360418
213559,29.59525999192407
213560,18.897409388203815
213561,30.44613626961077
213562,36.60302297255549
213563,35.95007950861906
213564,67.00446468439577
213565,12.604383975794583
213566,60.71724834538371
213567,26.67250144467315
213568,29.265707060962946
213572,26.209693554106288
213573,25.79916402943358
213574,20.908753100212117
213575,7.739302470496224
213576,5.9223585373023795
213577,24.214560285032952
213578,16.23021809690317
213579,18.931773260478256
213580,20.907735910132622
213581,75.91634348872485
213582,17.088428903547307
213583,84.90576208290649
213584,11.26000689093748
213587,49.303102800595504
213588,37.83012338205322
213591,43.239369450161924
213593,50.488976192111465
213594,44.90688027553747
213597,16.363140293523166
213598,23.99262372884987
213599,32.2431412088669
213600,15.312305498095355
213601,15.256157306094533
213602,20.351474724285584
213603,77.75480283214512
213604,24.331788236100834
213605,97.95366483810858
213606,25.26570331287613
213607,19.163431482529383
213608,35.65888550632866
213609,28.434141860065978
213610,27.326373784193116
213612,26.885363278896065
213613,41.95090689266958
213614,19.30868189924522
213615,167.11476050106592
213616,122.32768848667094
213617,39.05868253485739
213619,68.66533112270949
213620,74.2238849996039
213621,94.84979168920191
213624,43.40948633719929
213625,87.83019305749666
213626,48.55775253286014
213627,217.25856447211098
213630,66.76563041562798
213631,52.844497940613
213635,66.71819843242532
213639,34.28118763155369
213640,30.888063015246708
213641,8.619608978005902
213643,14.17699393417134
213644,26.224959536200778
213645,24.42157597619644
213648,69.32577641826634
213649,16.938841632759143
213650,95.75175438938592
213651,25.456677250158425
213652,20.731577860541677
213653,31.631479792719993
213654,24.052541926025548
213658,32.04155184702626
213660,13.19109709791228
213661,14.87079178533127
213663,10.528652328488969
213664,20.98531036833077
213665,44.75347042622134
213666,25.342266084210685
213669,101.46527280631562
213670,26.06543983018293
213671,109.62213967981594
213673,24.41935550264209
213674,55.87345607544673
213675,39.48850213251206
213678,56.22694653138453
213681,41.064078936720065
213682,37.90262314068796
213683,18.089896262809198
213685,21.41975046097427
213686,43.89401427301787
213687,39.089100616921534
213688,47.43007734752832
213689,47.43162051633537
213690,42.96858960752255
213691,81.35495459014592
213692,28.60555493699113
213693,117.9857225380498
213694,16.457840842927073
213696,30.385615834818474
213697,24.06683870642387
213698,18.770479726193518
213699,41.53688691947399
213700,48.50529770113238
213701,49.18492408698066
213703,62.937393768741416
213704,51.0079991693649
213707,26.91977737910611
213708,37.35089564125093
213709,42.51827397930437
213711,46.790834071910055
213712,19.241006856746868
213713,95.59714702939101
213716,38.882977494157444
213720,41.30735038981592
213723,108.6315822326246
213724,73.95875663152778
213725,22.70052528312949
213727,49.61892600873871
213728,54.776508819656165
213729,58.55846728499503
213733,63.796806634407446
213734,40.229697850226856
213735,161.03172052909255
213736,58.435383797117225
213737,35.80297841325921
213738,24.757726678154196
213741,58.966743055046074
213743,220.7946743577652
213744,125.39335789713951
213745,75.71388595970815
213748,65.80314190828717
213749,73.08841342122622
213750,102.07885963301621
213752,115.51165271003417
213753,48.088896924792806
213754,284.435861464034
213755,43.52966749309555
213756,27.49557579634176
213758,77.67345493084102
213759,62.450903849108805
213760,40.020335520108645
213761,38.66515197497437
213762,43.80007097765914
213763,98.20965234012155
213764,7.481629258134733
213765,37.622477907735934
213768,233.52399793995792
213769,159.985570591936
213770,66.05808684595068
213771,14.7038586068614
213773,77.60124743962434
213774,86.41492322916645
213775,112.13592227784349
213779,110.26674211520199
213780,50.33058181566802
213781,276.12546518506315
213782,17.992058772406324
213783,12.63783517659003
213785,74.01348851076477
213786,48.32713624590368
213787,95.80291382195065
213788,38.11908108201386
213789,57.544584507088594
213790,78.91205875533495
213792,24.259188310480482
213796,16.762136089844542
213797,15.129327255147413
213798,8.31429958847891
213799,9.30530894010135
213800,8.829394073740646
213801,26.922805034612935
213802,25.364685324465903
213805,80.92301578861053
213806,22.738926396289518
213807,67.37618446996366
213808,7.170274581409217
213809,19.20162911464384
213811,38.65292692457992
213814,35.25466606496426
213816,17.432243177666102
213817,22.827480544093966
213819,8.525136842306308
213820,18.460025020629363
213821,18.532549308123947
213824,55.63972346878467
213825,18.71878654576203
213826,51.82684378852866
213829,16.51874025454659
213830,45.348772921558776
213831,34.71158487531098
213833,21.208106668663632
213834,25.440896764125277
213835,12.549339766008455
213838,13.434594696690073
213840,20.998630770716787
213842,21.90747681978431
213844,13.5550106130938
213848,118.25990819461018
213849,69.14226997743883
213850,39.759318757885666
213851,43.799959074664805
213852,47.50899154839837
213853,49.73269091773799
213857,51.41787738309833
213858,36.309345311295615
213859,155.68954978315477
213860,21.410465652476624
213861,9.481838129093141
213862,52.71323733124678
213863,37.79969813745714
213865,33.41208142201836
213866,43.25898506964727
213867,59.42424282612917
213870,75.1039225224857
213871,30.314414509176853
213874,36.91490785985321
213875,37.34200544374023
213878,53.32574970402888
213879,19.18051915230795
213880,95.22785573158103
213883,30.474185315946006
213884,14.887219820052087
213885,8.76655743080941
213888,36.715270618070974
213891,152.02168147261446
213892,81.78578350813723
213893,36.385379165752624
213895,41.12791430758148
213896,59.34850580315464
213897,72.05564205535845
213900,93.36928249403134
213901,36.51045096354042
213902,161.61448806068782
213903,27.131441055736957
213905,43.00011175710999
213906,31.7336023588301
213907,51.96305664533742
213909,29.10255382531897
213910,59.037868842401174
213912,33.26947664825036
213913,15.711805555927208
213918,25.534561057793173
213919,16.70336415402178
213922,18.008204816825234
213923,77.44363181894578
213924,16.363947380706772
213925,77.24398766797152
213926,8.04906146674158
213928,11.648382235565059
213930,34.148076073990914
213932,30.212004964657627
213935,32.31454826942971
213936,27.448036609266023
213939,13.16461224431607
213940,19.507377818456753
213942,83.56702068206623
213943,16.607842617649535
213944,77.35822484608475
213945,26.53694623568315
213946,18.268756242324415
213947,32.721357308775595
213948,31.830950143068545
213949,27.73885952118665
213951,20.30389271761103
213952,31.29141849818601
213954,15.006335108516685
213955,18.935426790109446
213956,15.190508482417703
213960,13.51089905031385
213961,38.74966745788622
213962,22.057945970951614
213963,31.037234886742866
213964,31.487211332844776
213965,29.214577102573916
213966,67.63562775927446
213967,26.608317717036602
213968,74.81088841689404
213971,20.903887470561536
213972,27.02722518852113
213973,17.139754833825688
213976,155.2027875970303
213977,82.75733459402625
213978,52.28320744114193
213979,25.99500255498441
213980,15.880287579893103
213981,75.9833574444191
213982,110.90565947043555
213983,123.81834527018984
213985,31.739907725368955
213986,20.823858838741216
213987,175.68591856360933
213988,70.57808931108593
213989,335.0056188200216
213990,34.742806990904704
213991,14.871010350701694
213994,91.11727517272514
213995,64.63670787093469
213996,94.03439178721307
213998,60.77652127099594
213999,95.22650151993153
214000,8.457305242764468
214001,44.7967066296887
214002,23.4064942883299
214004,66.94318794276373
214005,38.88399865503521
214006,20.4776031666194
214008,44.85049296989568
214009,48.68835538819094
214010,51.029159542568294
214011,33.833835074758255
214014,47.18362404519414
214015,40.277051158992265
214016,139.35219712108506
214017,57.08273023232202
214018,28.11218324563385
214019,63.988232873866274
214021,80.23881243435537
214022,66.6550748259177
214023,87.99909629708043
214024,67.75015560573529
214025,25.51680475673279
214026,36.039252198102645
214027,45.06328158115816
214028,50.94216819531849
214032,54.53288408507728
214033,44.369282949915366
214034,152.22565269417737
214035,60.81264318966761
214036,41.85939930710621
214040,62.34070731160168
214041,9.92626877298461
214043,222.4357727983914
214044,141.06344456354728
214045,88.9722278611682
214048,94.74757700638428
214049,109.60942615100669
214050,124.29846558598976
214051,19.657114133957858
214054,165.7053856804003
214055,67.18013885003897
214056,373.1297952406597
214057,32.4896805755643
214061,96.44535831588126
214062,115.72728218406996
214063,123.31709159351506
214065,65.64177537680044
214066,107.51556674245867
214067,40.49733104628678
214070,67.1549347836586
214071,56.84435978802159
214072,18.723234006265642
214073,17.359343404103143
214074,32.62039376259424
214075,51.40170366468011
214076,33.29865810328518
214077,19.787053192716844
214078,36.67526139553022
214079,139.9058332032014
214080,31.96812769397833
214081,151.6157459232482
214082,33.49059938829342
214083,30.04775800105455
214084,42.207887263532584
214085,73.20623522138898
214086,78.00183335369425
214088,37.82696879416129
214089,74.76780616836747
214090,6.6495804096171245
214092,13.935371491748445
214096,25.930583923651348
214097,20.393337959746056
214098,23.63878165787209
214099,17.434470981023512
214100,75.72304513036333
214101,30.140053612191434
214102,82.10038519830476
214103,7.262295291981539
214104,33.786707417917945
214105,73.5642622940687
214106,43.159649854571235
214109,50.350414998343865
214111,40.41361390306493
214112,47.505952735853626
214114,13.853095976929609
214115,28.51035549109102
214116,20.0514292827774
214118,34.730066100243796
214120,42.077892467010344
214121,21.01594042528489
214122,80.0177938223662
214124,19.79217055053756
214125,15.543729930041726
214126,11.788183138252059
214129,45.5868700107401
214130,43.22442958553362
214131,9.443351665716321
214133,20.06481304109221
214134,38.13346233826097
214135,55.02925595466827
214136,27.783974300348913
214137,27.811439047953982
214138,44.09488511892556
214139,86.91633989564474
214140,23.492646586660715
214141,109.23772689053672
214142,21.430424575688434
214143,16.63049425509432
214144,32.29741545986458
214145,28.24874731574372
214146,26.74073774576732
214148,40.976114087633306
214149,53.422172435727575
214151,162.77473509083592
214152,88.19181900733645
214153,31.41272088823981
214154,51.919477403955526
214155,69.42766952702057
214156,90.60337407984724
214158,45.069105374388286
214159,85.78484139243199
214160,31.34266318157725
214161,183.11820302962695
214162,17.091075467801065
214163,10.551526657088324
214164,60.179634686967674
214165,33.94936624683108
214168,40.106336512206184
214169,68.0747963905124
214175,67.46388715700353
214176,46.28229928670109
214177,16.342507280405815
214178,49.82157246956777
214179,39.82956949994403
214180,70.14670462566465
214184,67.42226119877341
214185,30.635066882894662
214186,170.0174281685177
214187,50.83888941365092
214188,26.03136626589209
214191,54.267223340725714
214192,11.757271400751094
214193,44.61095992656837
214194,28.37754889472377
214195,13.850548053237459
214196,41.52330724400519
214197,66.99614633933206
214198,34.692995037151015
214202,106.30893857255055
214203,46.58283765951707
214204,145.32677101383487
214205,40.9037270311425
