record_ID,units_sold
212645,132.7225863
212646,122.9453909
212647,146.3887155
212648,132.1947452
212649,176.2021841
212653,174.4055249
212654,132.1947452
212657,122.9453909
212658,124.983137
212661,132.7225863
212662,132.7225863
212663,129.3020411
212666,224.8064163
212667,209.000483
212668,235.424012
212671,194.3309045
212672,224.8064163
212673,194.3309045
212674,224.8064163
212675,224.8064163
212676,209.000483
212677,194.3309045
212678,224.8064163
212679,224.8064163
212681,215.5448534
212682,190.1242837
212683,203.5461067
212686,203.5461067
212687,206.3009704
212688,172.5629518
212689,203.5461067
212691,203.5461067
212692,190.1242837
212693,172.5629518
212694,203.5461067
212695,203.5461067
212696,120.7974271
212697,111.9177165
212698,163.6596428
212699,121.3252682
212700,176.7949544
212701,173.4710715
212702,121.3252682
212703,121.3252682
212704,109.8799705
212705,109.8799705
212706,120.7974271
212707,101.5852107
212709,171.0206506
212710,171.4624237
212711,171.0206506
212712,179.1420816
212713,175.4571689
212716,175.4571689
212717,158.1171683
212718,171.4624237
212719,162.2566294
212721,179.1420816
212722,171.4624237
212723,171.4624237
212724,161.3580234
212725,163.6233693
212727,298.2998145
212728,161.3580234
212729,160.0569305
212731,161.3580234
212732,174.9602658
212734,175.1513086
212735,174.9602658
212736,161.3580234
212737,161.3580234
212738,174.9602658
212739,104.5331995
212740,104.5331995
212742,104.5331995
212743,104.5331995
212744,107.1715403
212748,104.5331995
212749,157.2987216
212750,160.5071209
212751,126.1859503
212752,104.5331995
212754,107.1715403
212755,104.5331995
212756,128.9481732
212757,128.2282422
212758,140.4935122
212759,335.9981082
212760,132.0147314
212761,129.4836731
212763,208.4285441
212764,210.7432692
212765,167.8854041
212767,132.0147314
212768,128.9481732
212769,132.0147314
212772,103.9019425
212773,103.9019425
212774,103.9019425
212775,113.6192571
212776,113.6192571
212777,103.9019425
212778,103.9019425
212779,103.9019425
212782,103.9019425
212783,103.9019425
212787,103.9019425
212788,103.9019425
212789,62.44853739
212790,61.80103536
212792,73.36366618
212793,104.9729415
212794,300.5601974
212796,300.5601974
212797,62.44853739
212798,62.44853739
212799,62.44853739
212800,62.44853739
212802,62.44853739
212803,62.44853739
212805,78.7145205
212806,78.7145205
212807,78.7145205
212809,78.7145205
212812,75.8278618
212816,78.7145205
212817,78.7145205
212818,81.84723749
212819,78.7145205
212820,78.7145205
212821,78.7145205
212822,78.7145205
212823,95.04609697
212824,48.97750185
212825,48.97750185
212826,89.03445442
212828,39.92234885
212829,39.92234885
212830,82.78702992
212831,70.4924558
212832,48.97750185
212833,48.97750185
212834,113.8843951
212835,48.97750185
212837,82.56764972
212838,34.20740258
212839,34.20740258
212840,68.8790528
212843,24.91476777
212844,24.91476777
212845,50.33705418
212846,50.33705418
212849,34.20740258
212850,34.20740258
212853,89.25297074
212856,34.20740258
212857,89.50443985
212860,51.71404854
212861,89.50443985
212862,57.24194315
212863,89.50443985
212866,89.50443985
212867,89.50443985
212868,89.50443985
212869,51.71404854
212870,89.50443985
212872,57.24194315
212873,101.4034132
212874,84.72029694
212875,36.6413316
212876,73.66779669
212877,50.90639194
212879,49.46846102
212880,49.46846102
212881,36.6413316
212884,32.23219458
212885,32.23219458
212886,59.51191086
212888,50.90639194
212889,59.23004711
212890,50.10583479
212891,50.10583479
212892,50.10583479
212893,49.1694914
212896,50.10583479
212899,50.10583479
212900,49.12239138
212901,50.10583479
212902,50.10583479
212903,47.86295503
212905,50.10583479
212906,50.10583479
212907,49.48256349
212910,49.48256349
212911,49.48256349
212914,48.54622011
212915,49.48256349
212916,49.48256349
212917,50.79336203
212919,49.48256349
212920,49.48256349
212921,49.48256349
212924,49.48256349
212925,49.48256349
212926,68.26821059
212927,21.0365832
212929,21.0365832
212930,55.88742055
212931,14.53996088
212932,14.53996088
212933,46.93674247
212934,46.93674247
212935,21.0365832
212936,21.0365832
212937,78.32107444
212938,21.0365832
212940,23.21967087
212941,46.18880845
212942,23.21967087
212946,25.24828787
212947,25.24828787
212948,23.21967087
212949,23.21967087
212950,23.21967087
212951,46.18880845
212952,38.54608759
212954,23.21967087
212955,28.03425603
212956,56.60708088
212959,56.60708088
212960,56.60708088
212964,96.03869112
212965,72.0945981
212966,56.60708088
212967,56.60708088
212968,56.60708088
212969,56.60708088
212970,56.60708088
212971,56.60708088
212973,56.60708088
212974,8.985575964
212977,8.985575964
212978,69.65878918
212979,8.985575964
